dia,data_iso,intensidade_gco2_kwh,emissoes_kt,producao_gwh,consumo_gwh,saldo_importador_gwh,bombagem_gwh,importacao_perc_consumo,intensidade_min,intensidade_max
06/10/2014,2014-10-06,374.2,42.7,114.24,130.42,20.99,4.43,16.1,327.5,418.1
07/10/2014,2014-10-07,359.5,43.8,121.89,135.38,18.55,4.79,13.7,312.3,416.0
08/10/2014,2014-10-08,273.6,37.5,137.18,137.86,6.05,5.07,5.23,212.2,308.4
09/10/2014,2014-10-09,410.2,44.3,108.02,134.03,27.71,1.47,20.67,230.8,497.3
10/10/2014,2014-10-10,425.6,50.9,119.69,132.0,13.76,1.27,11.22,352.6,544.4
11/10/2014,2014-10-11,413.4,42.4,102.67,115.63,18.76,5.49,16.29,325.7,552.8
12/10/2014,2014-10-12,256.7,27.2,106.14,108.81,10.15,7.07,9.89,156.0,403.4
13/10/2014,2014-10-13,342.7,41.1,120.04,131.02,14.29,3.02,12.1,234.1,492.6
14/10/2014,2014-10-14,396.3,45.4,114.53,133.42,21.19,2.04,15.89,301.5,492.2
15/10/2014,2014-10-15,249.9,35.8,143.22,138.5,-0.42,3.99,2.7,173.5,308.3
16/10/2014,2014-10-16,232.3,37.4,161.11,138.67,-19.25,2.91,0.65,158.9,272.6
17/10/2014,2014-10-17,244.5,41.0,167.91,137.69,-27.63,2.33,0.0,190.0,275.3
18/10/2014,2014-10-18,247.9,31.3,126.35,120.15,-1.13,4.57,4.3,223.0,333.8
19/10/2014,2014-10-19,290.6,28.4,97.67,110.03,17.85,4.9,16.24,240.0,361.4
20/10/2014,2014-10-20,346.0,43.1,124.63,132.2,10.02,2.15,8.92,222.0,406.9
21/10/2014,2014-10-21,396.7,48.7,122.82,136.86,14.43,0.18,11.99,351.9,457.8
22/10/2014,2014-10-22,370.0,44.4,120.08,136.98,19.95,2.79,14.59,311.3,459.5
23/10/2014,2014-10-23,391.0,47.9,122.42,135.84,18.04,4.36,14.97,327.0,450.4
24/10/2014,2014-10-24,395.7,48.0,121.41,135.3,17.22,3.06,13.2,347.1,446.2
25/10/2014,2014-10-25,399.0,43.9,110.1,118.86,10.75,1.71,9.8,348.3,475.8
26/10/2014,2014-10-26,431.5,39.6,91.83,114.01,24.65,2.1,21.62,365.8,511.2
27/10/2014,2014-10-27,408.3,46.3,113.44,130.83,19.55,1.85,14.99,345.6,567.3
28/10/2014,2014-10-28,339.2,46.2,136.17,134.24,2.93,4.59,4.76,307.8,368.5
29/10/2014,2014-10-29,357.6,47.0,131.34,134.58,7.08,3.54,6.95,305.9,412.6
30/10/2014,2014-10-30,356.7,47.0,131.86,134.51,5.77,2.83,5.48,297.8,455.8
31/10/2014,2014-10-31,336.7,45.3,134.61,133.59,2.53,3.28,4.0,294.4,433.5
01/11/2014,2014-11-01,424.0,43.5,102.48,116.45,14.48,0.26,12.74,340.5,554.5
02/11/2014,2014-11-02,418.2,39.6,94.61,108.66,22.16,7.78,20.56,318.4,509.6
03/11/2014,2014-11-03,290.3,40.9,140.9,132.58,-2.74,5.27,4.42,226.5,435.4
04/11/2014,2014-11-04,270.7,41.7,153.86,135.2,-14.05,4.34,0.26,170.6,322.1
05/11/2014,2014-11-05,332.8,47.0,141.19,135.71,-2.26,2.99,2.12,249.8,404.5
06/11/2014,2014-11-06,349.7,49.1,140.34,139.55,2.43,2.98,6.24,253.7,498.2
07/11/2014,2014-11-07,314.5,45.0,143.03,137.01,-1.1,4.69,1.43,224.3,403.8
08/11/2014,2014-11-08,312.0,42.7,137.02,123.14,-8.56,5.03,2.5,252.8,451.7
09/11/2014,2014-11-09,348.2,40.0,114.92,114.4,6.12,6.35,7.06,305.1,460.4
10/11/2014,2014-11-10,319.9,49.7,155.38,141.05,-12.82,1.28,4.01,256.8,526.6
11/11/2014,2014-11-11,249.9,41.4,165.71,142.96,-18.37,4.11,1.47,198.7,296.2
12/11/2014,2014-11-12,270.4,43.8,162.09,142.29,-15.02,4.55,1.74,192.9,312.1
13/11/2014,2014-11-13,234.0,42.7,182.39,144.19,-34.7,3.25,0.0,142.2,272.8
14/11/2014,2014-11-14,269.7,44.1,163.59,140.85,-20.49,2.0,0.54,165.9,316.5
15/11/2014,2014-11-15,111.9,15.5,138.35,126.5,-5.05,6.09,0.34,89.8,186.0
16/11/2014,2014-11-16,116.4,14.3,123.2,119.09,4.86,8.26,4.93,97.6,142.5
17/11/2014,2014-11-17,307.2,43.2,140.67,139.35,0.63,1.6,3.84,103.1,405.4
18/11/2014,2014-11-18,289.8,49.3,170.11,143.85,-25.97,0.03,0.13,244.5,397.8
19/11/2014,2014-11-19,280.9,49.0,174.33,147.37,-25.15,1.54,0.18,233.8,365.0
20/11/2014,2014-11-20,249.3,44.4,177.94,145.91,-28.62,3.11,0.0,227.9,285.6
21/11/2014,2014-11-21,282.0,42.5,150.53,140.66,-5.73,3.83,1.9,245.9,320.8
22/11/2014,2014-11-22,312.0,43.3,138.61,125.98,-10.43,1.92,1.3,269.6,363.7
23/11/2014,2014-11-23,294.5,34.7,118.01,119.09,6.06,4.69,9.2,211.1,370.8
24/11/2014,2014-11-24,360.1,56.1,155.85,138.35,-14.48,2.83,1.8,324.7,425.5
25/11/2014,2014-11-25,345.0,56.9,164.83,142.89,-21.4,0.37,0.53,302.9,458.5
26/11/2014,2014-11-26,317.9,57.8,181.71,146.55,-34.97,0.02,0.79,267.3,455.9
27/11/2014,2014-11-27,259.6,42.6,164.06,147.64,-10.97,5.09,0.17,184.7,317.6
28/11/2014,2014-11-28,314.2,44.5,141.67,146.73,8.81,3.47,8.71,182.4,407.7
29/11/2014,2014-11-29,300.2,43.0,143.3,128.84,-12.17,1.98,0.18,223.0,371.4
30/11/2014,2014-11-30,206.1,26.0,126.02,121.11,2.7,7.12,4.95,135.0,252.1
01/12/2014,2014-12-01,258.1,40.2,155.91,141.62,-7.94,5.99,2.97,176.6,314.5
02/12/2014,2014-12-02,289.9,40.1,138.22,147.08,14.49,5.35,10.59,189.1,350.1
03/12/2014,2014-12-03,316.6,48.6,153.4,148.63,-2.24,2.33,3.38,206.4,393.7
04/12/2014,2014-12-04,356.4,53.2,149.32,148.56,-0.34,0.23,3.69,297.0,455.2
05/12/2014,2014-12-05,336.5,48.1,142.87,150.68,8.74,0.69,7.97,281.5,467.9
06/12/2014,2014-12-06,311.1,42.7,137.25,134.4,0.01,2.56,3.65,238.7,381.8
07/12/2014,2014-12-07,293.0,34.6,118.14,126.06,15.35,7.08,12.92,208.5,386.6
08/12/2014,2014-12-08,309.1,41.9,135.51,129.14,-4.35,1.75,2.62,203.4,431.0
09/12/2014,2014-12-09,272.8,41.0,150.33,152.47,8.45,5.97,8.77,171.9,400.9
10/12/2014,2014-12-10,323.4,48.3,149.36,156.96,9.94,2.06,8.22,272.0,407.3
11/12/2014,2014-12-11,352.9,56.0,158.54,157.4,2.24,3.18,5.3,299.3,414.7
12/12/2014,2014-12-12,305.8,48.1,157.32,160.25,3.7,0.44,5.78,246.7,477.3
13/12/2014,2014-12-13,313.0,45.4,144.96,141.55,-0.01,3.09,4.54,231.4,402.0
14/12/2014,2014-12-14,330.2,47.5,143.89,131.9,-7.58,4.12,1.2,268.5,415.5
15/12/2014,2014-12-15,293.1,50.9,173.58,153.67,-14.79,4.85,2.36,243.5,357.3
16/12/2014,2014-12-16,247.0,39.9,161.68,155.77,0.62,6.17,3.82,188.7,308.1
17/12/2014,2014-12-17,281.2,38.8,137.99,153.07,20.92,5.51,14.45,188.9,355.9
18/12/2014,2014-12-18,314.7,45.7,145.15,152.64,13.97,6.15,9.86,274.5,359.0
19/12/2014,2014-12-19,294.8,43.4,147.16,154.44,9.69,2.01,8.51,251.8,391.4
20/12/2014,2014-12-20,290.8,38.8,133.58,138.66,10.08,4.61,9.01,217.5,357.7
21/12/2014,2014-12-21,291.6,37.3,127.81,131.14,11.14,7.34,10.63,237.8,362.2
22/12/2014,2014-12-22,300.5,44.4,147.82,147.68,4.17,3.94,6.23,242.0,369.9
23/12/2014,2014-12-23,362.0,49.5,136.84,148.78,14.15,1.94,10.36,301.7,470.1
24/12/2014,2014-12-24,378.7,45.5,120.03,126.97,9.76,2.54,8.89,287.2,510.7
25/12/2014,2014-12-25,317.4,40.9,128.77,112.22,-12.16,4.09,1.07,258.3,400.0
26/12/2014,2014-12-26,308.9,39.6,128.33,130.95,8.37,5.44,8.1,224.9,388.8
27/12/2014,2014-12-27,230.7,27.4,118.79,131.24,15.64,2.56,12.29,99.4,340.7
28/12/2014,2014-12-28,121.3,15.7,129.24,127.05,7.83,9.33,6.84,94.3,184.5
29/12/2014,2014-12-29,196.6,34.0,172.8,144.17,-24.69,3.49,2.94,128.1,238.3
30/12/2014,2014-12-30,229.1,40.0,174.72,147.94,-20.13,6.34,1.44,149.5,285.1
31/12/2014,2014-12-31,340.7,45.0,131.98,136.75,8.88,3.81,8.27,295.3,421.9
01/01/2015,2015-01-01,377.0,43.0,114.05,119.45,9.97,4.25,10.0,306.0,473.3
02/01/2015,2015-01-02,370.2,50.7,137.05,137.41,4.72,4.08,7.93,307.9,497.3
03/01/2015,2015-01-03,410.4,45.8,111.63,133.14,23.57,1.78,18.46,336.0,522.0
04/01/2015,2015-01-04,408.7,43.2,105.71,130.07,29.31,4.64,22.54,270.4,559.2
05/01/2015,2015-01-05,383.9,50.7,132.07,156.15,25.08,0.75,16.06,312.8,510.7
06/01/2015,2015-01-06,400.3,49.6,123.97,159.86,38.42,2.23,24.03,307.6,508.5
07/01/2015,2015-01-07,357.7,53.7,150.0,164.9,18.0,2.8,12.64,298.4,467.7
08/01/2015,2015-01-08,371.4,54.2,145.82,167.02,22.38,0.95,14.79,306.1,536.8
09/01/2015,2015-01-09,349.5,53.4,152.72,164.04,16.58,4.93,12.46,254.6,418.5
10/01/2015,2015-01-10,385.6,43.7,113.45,143.48,33.33,3.02,23.23,313.1,485.6
11/01/2015,2015-01-11,342.2,38.0,110.94,134.29,32.38,8.54,24.11,257.4,453.4
12/01/2015,2015-01-12,343.5,46.7,136.05,157.01,22.8,1.48,15.34,287.5,462.3
13/01/2015,2015-01-13,324.6,47.8,147.1,162.74,19.25,3.22,13.42,265.1,405.3
14/01/2015,2015-01-14,365.0,47.7,130.59,159.62,32.2,2.78,20.17,299.8,472.5
15/01/2015,2015-01-15,252.0,42.2,167.41,162.2,3.17,8.03,5.13,221.1,287.7
16/01/2015,2015-01-16,319.8,48.0,150.04,161.15,16.82,5.46,12.45,166.1,444.0
17/01/2015,2015-01-17,361.3,45.8,126.81,146.33,22.97,3.15,16.37,236.1,500.4
18/01/2015,2015-01-18,319.2,44.0,137.76,138.04,4.97,4.39,6.77,227.0,427.3
19/01/2015,2015-01-19,298.2,49.0,164.21,160.37,0.56,4.14,7.1,215.7,415.3
20/01/2015,2015-01-20,317.8,54.3,170.83,164.78,-3.28,2.57,4.5,267.9,461.2
21/01/2015,2015-01-21,270.0,49.0,181.34,167.82,-9.14,4.06,1.31,234.0,341.2
22/01/2015,2015-01-22,283.4,46.4,163.66,166.34,7.1,4.11,8.45,230.4,363.0
23/01/2015,2015-01-23,353.2,47.9,135.56,159.7,28.56,4.17,17.98,304.7,404.7
24/01/2015,2015-01-24,346.3,41.1,118.84,139.81,28.52,7.2,20.4,306.9,384.6
25/01/2015,2015-01-25,359.1,39.7,110.62,130.65,25.65,5.27,19.64,279.7,427.6
26/01/2015,2015-01-26,364.4,50.5,138.68,154.82,18.92,2.55,12.61,321.8,421.1
27/01/2015,2015-01-27,381.4,50.8,133.25,156.93,27.08,3.15,18.65,303.9,432.7
28/01/2015,2015-01-28,335.2,48.1,143.41,157.35,18.24,4.04,13.3,270.6,413.1
29/01/2015,2015-01-29,272.6,45.1,165.41,159.36,-1.71,4.0,3.19,192.8,348.9
30/01/2015,2015-01-30,209.6,38.1,181.79,158.94,-16.43,6.05,1.12,103.8,246.3
31/01/2015,2015-01-31,110.9,16.5,149.09,139.07,0.52,9.86,4.41,88.2,141.8
01/02/2015,2015-02-01,155.4,20.1,129.19,132.16,10.08,6.44,8.1,101.9,222.6
02/02/2015,2015-02-02,220.3,43.9,199.09,158.77,-36.77,3.16,1.85,201.1,259.0
03/02/2015,2015-02-03,220.6,43.8,198.54,162.04,-29.47,6.72,0.94,145.3,281.5
04/02/2015,2015-02-04,235.3,43.2,183.76,162.3,-12.5,8.63,2.22,201.0,278.5
05/02/2015,2015-02-05,263.4,44.5,168.94,164.23,-0.44,3.96,5.78,177.2,342.7
06/02/2015,2015-02-06,296.3,49.0,165.45,166.19,4.51,3.48,6.83,231.2,348.2
07/02/2015,2015-02-07,312.2,50.4,161.37,148.1,-12.63,0.3,1.06,247.5,414.3
08/02/2015,2015-02-08,259.7,38.3,147.27,138.89,-2.12,5.76,3.61,213.3,296.1
09/02/2015,2015-02-09,254.3,47.4,186.37,161.81,-18.12,6.02,0.91,197.6,316.4
10/02/2015,2015-02-10,310.0,58.4,188.51,165.44,-19.82,2.99,1.46,254.8,384.8
11/02/2015,2015-02-11,365.2,60.2,164.79,163.46,2.48,3.57,6.77,316.1,452.4
12/02/2015,2015-02-12,381.5,59.5,155.88,160.32,7.17,2.48,9.67,301.1,540.5
13/02/2015,2015-02-13,310.1,44.7,144.16,160.96,21.38,4.21,13.29,223.3,448.9
14/02/2015,2015-02-14,252.2,41.0,162.44,142.38,-15.51,4.21,1.82,192.0,301.3
15/02/2015,2015-02-15,212.8,30.8,144.8,131.12,-3.49,9.73,2.68,132.0,293.1
16/02/2015,2015-02-16,258.9,43.9,169.59,146.41,-19.56,3.29,0.72,206.9,325.8
17/02/2015,2015-02-17,192.3,32.2,167.48,133.43,-27.07,6.5,0.63,127.9,228.1
18/02/2015,2015-02-18,229.2,37.6,164.26,153.53,-5.03,5.36,3.52,149.8,288.0
19/02/2015,2015-02-19,315.8,50.9,161.09,153.91,-4.16,2.78,4.11,239.8,386.1
20/02/2015,2015-02-20,303.6,48.0,158.01,156.82,1.29,2.16,5.05,217.6,458.5
21/02/2015,2015-02-21,148.1,23.5,158.88,136.23,-13.4,8.59,1.74,99.6,235.0
22/02/2015,2015-02-22,107.0,14.0,130.67,128.33,11.65,13.21,9.3,92.8,133.9
23/02/2015,2015-02-23,176.5,31.6,178.98,152.41,-21.7,4.32,2.42,101.8,229.2
24/02/2015,2015-02-24,136.8,22.9,167.1,155.68,-4.9,5.93,3.08,95.0,193.4
25/02/2015,2015-02-25,213.8,35.5,166.15,155.76,-6.21,3.78,4.38,152.8,290.0
26/02/2015,2015-02-26,225.4,38.4,170.39,155.36,-11.47,3.26,3.77,184.4,295.6
27/02/2015,2015-02-27,229.8,36.0,156.6,150.23,1.71,7.75,7.52,175.5,290.5
28/02/2015,2015-02-28,253.7,38.0,149.81,134.62,-10.48,4.42,1.39,225.5,275.7
01/03/2015,2015-03-01,135.2,14.9,110.37,125.42,23.96,8.25,19.67,119.8,226.0
02/03/2015,2015-03-02,272.4,40.5,148.77,147.22,2.5,3.63,7.82,131.7,363.9
03/03/2015,2015-03-03,324.3,49.0,150.99,147.47,-0.99,2.29,5.19,267.0,419.1
04/03/2015,2015-03-04,239.0,37.9,158.45,143.98,-8.52,5.59,3.82,109.7,321.1
05/03/2015,2015-03-05,133.9,21.9,163.25,143.91,-12.59,6.11,1.04,87.9,183.0
06/03/2015,2015-03-06,261.5,42.8,163.47,141.51,-19.09,2.56,1.66,173.8,357.8
07/03/2015,2015-03-07,303.8,40.8,134.27,123.99,-8.7,1.31,1.25,263.2,352.7
08/03/2015,2015-03-08,308.5,36.3,117.64,113.86,4.89,8.34,7.98,200.9,411.0
09/03/2015,2015-03-09,321.2,41.8,130.22,134.99,7.69,2.65,10.51,256.9,415.6
10/03/2015,2015-03-10,347.8,45.1,129.66,139.05,10.13,0.48,10.74,268.7,477.9
11/03/2015,2015-03-11,364.1,45.6,125.29,140.44,18.63,3.18,14.9,279.0,474.5
12/03/2015,2015-03-12,312.8,45.6,145.81,142.21,0.64,3.95,5.49,242.7,449.8
13/03/2015,2015-03-13,267.9,43.4,161.92,139.94,-16.16,5.51,0.08,216.1,308.7
14/03/2015,2015-03-14,309.7,41.9,135.23,123.2,-10.89,0.88,2.38,249.2,401.4
15/03/2015,2015-03-15,373.4,41.8,111.89,115.01,5.87,2.43,5.79,254.2,464.9
16/03/2015,2015-03-16,330.1,45.2,136.97,135.31,1.32,2.71,5.95,263.0,447.7
17/03/2015,2015-03-17,311.2,46.0,147.75,143.59,-3.49,0.4,3.58,234.2,399.0
18/03/2015,2015-03-18,319.2,46.0,144.23,143.26,1.92,2.58,5.19,274.3,381.9
19/03/2015,2015-03-19,298.1,45.4,152.36,139.9,-9.01,3.14,2.5,243.3,380.1
20/03/2015,2015-03-20,277.6,41.6,149.98,138.89,-6.96,3.81,2.94,220.5,352.5
21/03/2015,2015-03-21,315.0,42.8,135.88,123.07,-10.97,1.55,0.35,264.3,379.7
22/03/2015,2015-03-22,304.3,39.8,130.8,115.13,-7.91,7.42,0.68,254.4,368.4
23/03/2015,2015-03-23,306.2,46.0,150.35,137.53,-10.36,2.1,1.17,227.1,487.8
24/03/2015,2015-03-24,256.1,45.0,175.63,142.07,-26.62,6.63,0.02,194.7,304.9
25/03/2015,2015-03-25,261.3,41.5,158.72,142.67,-4.7,10.96,2.92,196.4,325.6
26/03/2015,2015-03-26,291.0,43.7,150.01,144.68,-0.05,4.96,4.1,253.9,342.5
27/03/2015,2015-03-27,343.3,42.0,122.29,139.63,24.33,6.65,17.99,242.9,438.1
28/03/2015,2015-03-28,336.6,37.6,111.68,122.73,16.47,5.09,13.53,251.1,474.8
29/03/2015,2015-03-29,174.5,16.7,95.43,108.05,20.39,7.13,19.6,96.6,323.1
30/03/2015,2015-03-30,245.8,29.2,118.96,133.42,18.95,4.01,15.8,131.6,385.6
31/03/2015,2015-03-31,256.0,34.5,134.64,134.22,2.02,2.11,7.28,157.3,347.6
01/04/2015,2015-04-01,183.0,23.2,126.77,132.74,6.92,0.33,9.65,137.9,223.2
02/04/2015,2015-04-02,314.5,40.9,129.95,129.47,1.17,1.28,7.06,205.5,446.7
03/04/2015,2015-04-03,365.3,40.3,110.41,113.04,2.94,0.05,7.56,255.6,497.6
04/04/2015,2015-04-04,253.9,23.4,92.11,108.74,20.17,3.04,19.24,142.9,414.5
05/04/2015,2015-04-05,201.2,16.3,81.01,98.04,22.72,5.05,23.18,151.5,284.5
06/04/2015,2015-04-06,341.1,36.0,105.65,113.15,9.65,1.76,12.63,281.0,459.4
07/04/2015,2015-04-07,290.8,42.9,147.57,127.42,-17.61,2.23,4.46,229.8,443.6
08/04/2015,2015-04-08,271.0,40.6,150.02,132.34,-12.06,5.32,3.45,227.1,354.7
09/04/2015,2015-04-09,354.5,49.9,140.79,132.37,-6.8,1.43,5.91,272.2,464.0
10/04/2015,2015-04-10,405.9,52.4,129.15,131.01,4.47,2.36,9.15,310.1,534.3
11/04/2015,2015-04-11,418.6,46.9,112.05,113.51,1.8,0.06,5.52,331.4,515.3
12/04/2015,2015-04-12,320.8,32.1,99.94,105.59,18.1,12.0,17.2,278.5,384.0
13/04/2015,2015-04-13,297.9,36.0,121.01,126.05,8.72,3.34,11.26,229.4,408.0
14/04/2015,2015-04-14,312.6,37.4,119.52,129.46,15.18,4.89,15.13,237.4,423.1
15/04/2015,2015-04-15,376.5,47.5,126.26,131.6,7.24,1.65,8.4,317.9,512.8
16/04/2015,2015-04-16,395.9,50.3,126.95,132.29,6.8,1.19,9.51,296.5,554.3
17/04/2015,2015-04-17,385.4,51.7,134.07,131.76,1.75,3.78,6.25,297.2,492.9
18/04/2015,2015-04-18,315.9,37.4,118.48,116.94,3.69,4.85,5.64,263.6,430.4
19/04/2015,2015-04-19,421.7,37.7,89.45,107.79,25.5,6.8,23.92,307.9,491.7
20/04/2015,2015-04-20,407.4,46.9,115.22,128.45,16.29,2.76,14.71,323.8,546.0
21/04/2015,2015-04-21,372.4,39.3,105.59,131.89,31.53,4.87,24.46,276.1,481.3
22/04/2015,2015-04-22,404.7,46.1,113.81,132.68,19.78,0.61,15.16,324.8,523.1
23/04/2015,2015-04-23,398.0,51.5,129.45,132.78,4.18,0.6,7.9,301.4,541.8
24/04/2015,2015-04-24,389.0,48.3,124.17,134.77,11.07,0.19,8.79,305.0,525.5
25/04/2015,2015-04-25,292.3,38.7,132.49,116.99,-11.5,3.65,1.13,236.2,366.7
26/04/2015,2015-04-26,314.6,34.6,109.88,109.63,4.52,4.37,5.85,241.0,400.1
27/04/2015,2015-04-27,364.7,38.6,105.98,129.25,27.63,3.99,21.38,280.9,447.4
28/04/2015,2015-04-28,398.3,48.9,122.74,132.83,12.37,2.0,12.58,306.3,523.9
29/04/2015,2015-04-29,383.0,50.3,131.37,132.88,3.43,1.65,6.06,312.7,428.5
30/04/2015,2015-04-30,371.4,43.0,115.84,132.82,18.33,1.01,13.99,299.0,457.5
01/05/2015,2015-05-01,333.8,35.9,107.49,115.36,14.87,6.61,12.95,284.3,439.9
02/05/2015,2015-05-02,329.9,36.4,110.41,113.47,7.59,4.17,8.04,281.4,403.0
03/05/2015,2015-05-03,309.0,36.9,119.47,109.83,-4.04,5.27,2.47,263.9,369.9
04/05/2015,2015-05-04,249.0,39.9,160.16,132.17,-21.92,5.72,0.87,200.8,312.3
05/05/2015,2015-05-05,326.6,42.2,129.32,132.62,8.6,5.0,7.58,199.0,456.8
06/05/2015,2015-05-06,384.2,48.3,125.64,133.57,9.52,1.34,8.56,319.5,469.9
07/05/2015,2015-05-07,265.2,37.5,141.44,134.0,2.0,9.06,4.35,230.7,321.6
08/05/2015,2015-05-08,278.6,36.4,130.81,135.35,7.52,2.65,8.64,149.9,358.9
09/05/2015,2015-05-09,376.7,43.8,116.32,117.78,1.85,0.14,5.38,313.3,434.7
10/05/2015,2015-05-10,354.4,35.3,99.57,109.59,15.1,4.74,14.02,284.5,443.3
11/05/2015,2015-05-11,366.0,46.6,127.23,130.0,4.03,1.0,4.73,336.3,424.8
12/05/2015,2015-05-12,340.7,45.4,133.39,134.98,2.5,0.62,4.78,273.1,493.7
13/05/2015,2015-05-13,321.2,43.0,134.0,137.68,6.91,2.93,6.93,281.1,380.5
14/05/2015,2015-05-14,266.6,39.6,148.64,134.07,-8.28,5.92,1.67,229.0,368.8
15/05/2015,2015-05-15,269.4,38.3,142.32,132.78,-5.24,3.98,4.71,228.2,316.6
16/05/2015,2015-05-16,318.5,35.8,112.28,118.48,8.29,1.78,9.9,200.5,361.8
17/05/2015,2015-05-17,277.6,27.3,98.46,111.51,21.82,8.35,19.57,140.5,450.5
18/05/2015,2015-05-18,333.8,41.8,125.35,132.58,7.67,0.19,6.45,281.8,416.9
19/05/2015,2015-05-19,266.6,39.1,146.54,132.81,-6.73,6.65,0.75,240.6,299.0
20/05/2015,2015-05-20,295.6,41.4,139.93,133.05,-3.94,2.6,3.02,245.2,340.4
21/05/2015,2015-05-21,311.1,40.1,129.03,133.61,10.05,5.01,9.81,267.3,383.5
22/05/2015,2015-05-22,301.2,37.5,124.4,133.28,13.26,4.0,11.59,264.0,358.5
23/05/2015,2015-05-23,311.2,34.4,110.63,117.06,12.06,5.28,11.93,208.0,400.4
24/05/2015,2015-05-24,304.6,33.8,110.91,109.87,6.82,7.47,8.74,240.6,400.4
25/05/2015,2015-05-25,326.3,46.4,142.22,131.15,-7.96,2.79,1.59,273.6,446.9
26/05/2015,2015-05-26,373.7,48.9,130.72,136.59,6.67,0.61,8.6,299.0,470.0
27/05/2015,2015-05-27,406.2,54.1,133.28,138.68,7.51,1.86,9.32,319.7,489.8
28/05/2015,2015-05-28,422.0,54.7,129.72,139.27,10.59,0.78,8.96,374.1,535.6
29/05/2015,2015-05-29,399.8,55.7,139.39,137.95,0.94,2.12,5.13,328.8,527.4
30/05/2015,2015-05-30,390.7,52.9,135.37,120.03,-13.18,1.93,0.0,333.8,452.6
31/05/2015,2015-05-31,395.1,45.0,113.95,110.73,5.29,8.15,6.22,324.2,438.8
01/06/2015,2015-06-01,413.2,58.0,140.33,131.07,-7.27,1.73,2.02,381.3,476.4
02/06/2015,2015-06-02,422.9,60.7,143.42,135.86,-7.19,0.15,2.93,377.4,523.1
03/06/2015,2015-06-03,445.6,56.4,126.54,138.61,13.23,0.91,10.37,393.2,550.6
04/06/2015,2015-06-04,439.3,57.2,130.1,139.25,9.5,0.09,7.73,378.8,569.9
05/06/2015,2015-06-05,459.9,61.0,132.67,139.3,7.84,0.97,6.91,431.1,548.7
06/06/2015,2015-06-06,462.3,47.3,102.24,123.79,23.45,1.56,18.95,400.3,511.4
07/06/2015,2015-06-07,440.6,43.6,98.94,115.16,25.43,8.84,22.09,338.9,517.5
08/06/2015,2015-06-08,425.9,59.5,139.63,138.59,2.4,3.17,5.95,373.7,471.7
09/06/2015,2015-06-09,452.4,62.2,137.42,142.87,8.53,2.83,8.22,409.1,539.6
10/06/2015,2015-06-10,457.0,57.2,125.22,120.19,-4.25,0.55,5.96,404.6,573.2
11/06/2015,2015-06-11,437.0,62.0,141.98,132.7,-7.45,1.61,4.46,394.1,552.7
12/06/2015,2015-06-12,428.0,59.9,139.91,132.57,-6.43,0.68,3.39,380.2,517.5
13/06/2015,2015-06-13,406.9,42.3,104.06,115.93,17.4,5.05,15.09,330.5,563.8
14/06/2015,2015-06-14,436.5,36.1,82.78,107.73,32.7,7.24,30.36,381.6,490.9
15/06/2015,2015-06-15,427.5,50.7,118.58,128.37,11.19,1.07,9.91,384.5,559.9
16/06/2015,2015-06-16,477.3,51.6,108.02,134.08,27.49,1.11,20.52,426.3,517.6
17/06/2015,2015-06-17,443.9,43.5,97.97,138.33,45.41,4.66,32.83,314.7,527.1
18/06/2015,2015-06-18,345.8,42.0,121.43,141.34,23.98,3.72,18.42,204.2,453.5
19/06/2015,2015-06-19,438.0,50.2,114.54,144.15,31.72,1.81,22.08,372.1,493.0
20/06/2015,2015-06-20,376.4,43.3,115.0,128.51,18.66,4.8,16.04,305.2,456.6
21/06/2015,2015-06-21,444.4,42.0,94.54,118.82,26.86,2.23,22.61,329.4,504.2
22/06/2015,2015-06-22,417.4,60.2,144.31,137.48,-5.05,1.56,4.13,366.3,524.7
23/06/2015,2015-06-23,457.6,59.4,129.82,137.63,9.46,1.42,7.62,395.8,529.5
24/06/2015,2015-06-24,488.8,58.0,118.75,132.1,19.3,5.7,14.61,453.4,549.1
25/06/2015,2015-06-25,455.9,58.3,127.78,139.88,12.5,0.21,9.76,379.8,570.3
26/06/2015,2015-06-26,450.4,57.3,127.24,141.23,14.24,0.07,10.2,389.4,563.0
27/06/2015,2015-06-27,454.3,52.2,114.91,127.0,13.28,0.94,11.36,397.9,550.1
28/06/2015,2015-06-28,441.9,41.5,93.81,117.88,26.87,2.41,22.8,355.4,497.6
29/06/2015,2015-06-29,440.0,60.6,137.77,142.06,5.51,1.0,6.91,404.3,543.4
30/06/2015,2015-06-30,458.3,62.6,136.6,143.4,7.65,0.63,8.77,389.1,592.5
01/07/2015,2015-07-01,461.8,60.7,131.43,140.77,10.43,0.88,9.54,399.7,569.8
02/07/2015,2015-07-02,471.2,59.5,126.32,140.64,17.66,3.09,12.55,426.9,515.1
03/07/2015,2015-07-03,463.1,60.0,129.64,140.58,12.98,1.84,9.63,404.7,579.8
04/07/2015,2015-07-04,480.5,52.4,109.06,125.7,18.46,1.52,15.16,386.0,571.9
05/07/2015,2015-07-05,424.1,42.3,99.65,115.98,20.45,3.67,17.63,348.0,463.5
06/07/2015,2015-07-06,451.3,58.8,130.33,139.56,10.71,1.23,7.95,398.4,513.7
07/07/2015,2015-07-07,422.5,62.2,147.2,143.88,-1.9,1.21,3.28,377.0,490.6
08/07/2015,2015-07-08,441.5,62.0,140.46,145.24,6.19,1.18,6.0,399.0,478.2
